RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars,ID
0.3,Premium,D,SI2,62.4,58.0,4.31,4.28,2.68,574,uid_23441
1.51,Good,F,SI1,64.2,57.0,7.09,7.2,4.59,10514,uid_34514
0.85,Fair,H,I1,71.2,54.0,5.77,5.65,4.07,1274,uid_44653
0.28,Ideal,H,VVS2,61.2,55.0,4.18,4.22,2.57,514,uid_19829
0.56,Ideal,I,VS2,62.2,57.0,5.27,5.28,3.28,1417,uid_53925
0.76,Premium,E,VS2,63.0,59.0,5.79,5.76,3.64,3107,uid_11424
1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24,6153,uid_13067
1.37,Very Good,G,SI2,62.4,58.0,7.0,7.1,4.4,6148,uid_7894
1.0,Premium,D,SI2,62.0,60.0,6.38,6.3,3.93,3634,uid_29558
1.7,Premium,G,SI1,62.4,59.0,7.63,7.57,4.74,9777,uid_49135
0.41,Premium,G,VS2,61.4,59.0,4.75,4.79,2.93,827,uid_21567
1.02,Premium,F,I1,59.6,59.0,6.51,6.45,3.87,2452,uid_53877
0.5,Ideal,E,VS1,62.2,54.0,5.1,5.13,3.18,1665,uid_7617
0.43,Good,F,SI1,60.7,61.0,4.86,4.89,2.96,706,uid_8730
0.33,Ideal,H,SI1,61.7,55.0,4.43,4.46,2.74,564,uid_53919
0.31,Ideal,G,IF,61.2,56.0,4.36,4.4,2.68,891,uid_39869
0.3,Very Good,G,VVS1,63.5,57.0,4.27,4.24,2.7,1013,uid_11348
0.27,Ideal,F,IF,61.4,57.0,4.17,4.19,2.57,760,uid_7904
1.55,Very Good,I,VS1,59.0,58.0,7.56,7.63,4.48,10711,uid_50869
0.3,Good,D,VS1,64.3,56.0,4.22,4.27,2.73,610,uid_4494
0.79,Ideal,E,SI1,61.6,55.0,5.94,6.04,3.69,3715,uid_4023
0.7,Ideal,I,VS2,61.1,57.0,5.7,5.75,3.5,2111,uid_48525
0.51,Very Good,E,SI2,59.3,63.0,5.18,5.25,3.09,1427,uid_29439
0.71,Ideal,I,SI1,62.6,54.0,5.68,5.73,3.57,2111,uid_31691
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,7820,uid_37326
2.2,Ideal,G,SI2,62.0,57.0,8.31,8.27,5.14,18168,uid_40991
0.5,Very Good,D,VS2,62.8,58.0,5.05,5.08,3.18,1752,uid_48538
2.02,Fair,D,SI1,65.0,55.0,7.94,7.84,5.13,16386,uid_20334
1.26,Very Good,E,SI2,62.9,59.0,6.82,6.85,4.3,5976,uid_3599
1.02,Very Good,E,SI1,63.7,55.0,6.29,6.4,4.04,7277,uid_8928
1.01,Very Good,F,SI1,62.4,60.0,6.35,6.4,3.98,5078,uid_10853
0.51,Good,D,VS2,63.1,58.0,5.08,5.13,3.22,1668,uid_35108
1.5,Ideal,I,SI2,60.6,59.0,7.37,7.48,4.5,7253,uid_26395
0.37,Premium,G,VVS2,62.2,58.0,4.56,4.6,2.85,787,uid_10559
1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,6628,uid_21102
1.7,Premium,J,VS2,62.8,59.0,7.6,7.55,4.76,9939,uid_23566
0.4,Premium,F,SI1,62.9,58.0,4.72,4.69,2.96,882,uid_11859
0.3,Premium,G,VVS1,61.7,58.0,4.3,4.26,2.64,1013,uid_30005
0.7,Ideal,H,SI1,62.6,55.0,5.65,5.7,3.55,2294,uid_7350
0.3,Ideal,D,SI1,62.5,57.0,4.29,4.32,2.69,552,uid_46145
1.53,Ideal,G,SI2,62.3,56.0,7.39,7.34,4.59,9468,uid_2267
1.5,Premium,F,VS2,60.3,58.0,7.47,7.39,4.48,14486,uid_13832
0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4193,uid_7517
1.51,Ideal,G,SI2,60.5,55.0,7.4,7.36,4.46,8794,uid_27667
0.56,Fair,E,VS2,64.7,60.0,5.13,5.14,3.32,1737,uid_7342
1.5,Fair,G,VS2,66.2,53.0,7.12,7.08,4.7,10644,uid_20114
0.32,Very Good,E,SI1,62.3,55.0,4.36,4.38,2.72,584,uid_31866
0.34,Very Good,D,VS2,62.9,55.0,4.43,4.47,2.8,805,uid_29547
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2404,uid_3704
0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65,2618,uid_16317
1.09,Very Good,E,SI2,63.1,58.0,6.51,6.46,4.09,3418,uid_32921
1.03,Ideal,G,SI1,60.9,57.0,6.54,6.5,3.97,4900,uid_42549
1.04,Very Good,G,SI2,62.7,57.0,6.4,6.46,4.03,4125,uid_37137
0.3,Good,H,VVS2,63.7,55.0,4.24,4.27,2.71,605,uid_39507
0.31,Premium,D,SI2,62.7,59.0,4.35,4.3,2.71,593,uid_37366
0.31,Premium,H,IF,61.0,58.0,4.38,4.34,2.66,1046,uid_48890
1.02,Good,F,SI2,64.1,60.0,6.25,6.29,4.02,4179,uid_27949
0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,1960,uid_26257
0.53,Ideal,D,SI1,62.2,56.0,5.23,5.19,3.24,1753,uid_38605
0.59,Ideal,E,SI1,60.7,56.0,5.45,5.49,3.32,1793,uid_29456
0.31,Premium,D,SI1,58.5,59.0,4.49,4.44,2.61,537,uid_20312
0.3,Ideal,G,VVS2,61.4,57.0,4.29,4.31,2.64,665,uid_8323
0.51,Ideal,H,VS2,61.4,56.0,5.14,5.19,3.17,1375,uid_27402
0.31,Ideal,E,VVS2,61.7,56.0,4.37,4.38,2.7,766,uid_11065
0.7,Very Good,I,SI1,59.4,62.0,5.77,5.82,3.44,2058,uid_9935
1.01,Premium,G,SI2,60.4,59.0,6.57,6.52,3.95,4327,uid_35479
0.34,Ideal,H,VVS1,62.3,54.0,4.46,4.5,2.79,722,uid_41405
0.28,Ideal,E,VVS2,62.4,56.0,4.2,4.16,2.61,828,uid_26920
1.01,Good,F,VS2,60.1,60.0,6.46,6.51,3.9,5902,uid_22892
0.8,Fair,G,I1,64.5,57.0,5.86,5.83,3.77,1715,uid_810
0.32,Premium,G,VS2,61.9,58.0,4.43,4.36,2.72,720,uid_44535
0.9,Very Good,E,VS2,60.4,59.0,6.26,6.3,3.79,4925,uid_47422
0.55,Ideal,D,SI2,61.6,56.0,5.28,5.31,3.26,1364,uid_12900
0.51,Ideal,D,VS2,62.3,57.0,5.09,5.12,3.18,1787,uid_36726
0.32,Ideal,E,VVS1,60.7,55.0,4.42,4.45,2.69,860,uid_44410
1.16,Ideal,I,VS2,61.5,57.0,6.75,6.78,4.16,5207,uid_44108
1.5,Very Good,H,VS2,60.7,61.0,7.34,7.41,4.48,11025,uid_40668
0.34,Premium,E,SI1,60.7,60.0,4.48,4.51,2.73,596,uid_38590
0.3,Ideal,D,VVS2,61.5,55.0,4.34,4.38,2.68,1041,uid_33600
0.91,Good,J,VS2,64.2,58.0,6.12,6.09,3.92,2854,uid_11170
0.38,Premium,G,IF,62.5,60.0,4.61,4.64,2.89,1148,uid_21552
1.39,Premium,E,VS2,61.7,59.0,7.13,7.09,4.39,11248,uid_7659
1.1,Very Good,E,SI2,60.1,62.0,6.65,6.69,4.01,4607,uid_31552
0.41,Ideal,I,IF,62.6,57.0,4.78,4.74,2.98,1076,uid_13491
0.75,Ideal,F,VVS1,60.6,57.0,5.88,5.94,3.59,5288,uid_35959
0.83,Premium,D,SI2,62.7,56.0,6.01,5.98,3.76,3078,uid_44503
1.05,Very Good,G,SI1,59.7,58.0,6.6,6.66,3.96,5019,uid_42566
0.4,Ideal,G,SI1,61.3,56.0,4.73,4.76,2.91,701,uid_31950
1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,6580,uid_4300
2.01,Premium,F,SI2,62.0,60.0,7.88,7.82,4.87,11903,uid_2082
0.27,Very Good,E,VVS1,61.1,55.0,4.18,4.27,2.58,667,uid_33304
0.36,Ideal,I,VVS2,61.5,57.0,4.55,4.58,2.8,655,uid_13751
0.73,Ideal,F,VS1,62.9,56.0,5.71,5.77,3.61,3135,uid_12245
0.52,Very Good,J,VS2,60.7,56.0,5.19,5.23,3.16,1141,uid_17345
0.31,Very Good,H,VVS1,63.3,58.0,4.32,4.28,2.72,907,uid_24957
2.44,Premium,I,SI2,61.4,56.0,8.74,8.7,5.35,13027,uid_27840
1.22,Very Good,D,SI2,59.0,58.0,6.96,7.08,4.14,6607,uid_40031
0.3,Very Good,D,VVS2,59.6,61.0,4.39,4.34,2.6,880,uid_19070
0.31,Ideal,D,VS2,61.3,57.0,4.36,4.41,2.69,621,uid_45480
0.64,Very Good,H,VVS2,60.0,59.0,5.59,5.65,3.37,2060,uid_32003
0.29,Ideal,H,IF,62.1,55.0,4.26,4.29,2.65,607,uid_29514
0.7,Ideal,F,VS1,61.7,55.0,5.72,5.76,3.54,3154,uid_23378
1.1,Premium,D,VVS2,61.7,56.0,6.65,6.64,4.1,11233,uid_16546
0.32,Premium,I,VS1,61.3,58.0,4.39,4.35,2.68,648,uid_15819
1.0,Very Good,F,SI2,62.9,59.0,6.27,6.38,3.98,4037,uid_8641
1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,8532,uid_38466
0.3,Very Good,G,VVS1,62.5,56.0,4.25,4.29,2.67,753,uid_16467
0.32,Ideal,D,VS2,62.2,56.0,4.4,4.38,2.73,972,uid_26530
0.31,Ideal,I,VS2,62.0,54.0,4.37,4.4,2.72,452,uid_35485
1.72,Good,F,SI1,64.3,60.0,7.52,7.56,4.85,13499,uid_51271
1.02,Premium,F,SI1,62.2,58.0,6.4,6.46,4.0,5089,uid_28443
1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99,6335,uid_30048
0.4,Premium,E,VS1,60.4,59.0,4.81,4.76,2.89,1125,uid_22787
1.01,Good,E,SI1,64.3,59.0,6.31,6.28,4.05,4181,uid_16412
0.55,Ideal,F,VS1,61.3,57.0,5.25,5.28,3.23,1809,uid_28823
1.02,Ideal,H,SI1,61.6,56.0,6.51,6.55,4.02,4476,uid_6429
0.4,Very Good,F,SI1,62.1,60.0,4.66,4.7,2.91,756,uid_2318
1.0,Very Good,G,VVS2,59.5,61.0,6.42,6.46,3.83,7453,uid_30221
0.3,Ideal,E,VS1,61.5,56.0,4.37,4.31,2.67,911,uid_583
1.51,Premium,I,SI1,62.2,60.0,7.3,7.23,4.52,8794,uid_51622
1.5,Fair,H,SI2,65.5,53.0,7.14,7.11,4.67,7187,uid_47674
0.31,Premium,H,VS1,62.6,60.0,4.3,4.32,2.7,544,uid_53507
0.92,Premium,E,SI1,61.7,57.0,6.32,6.2,3.86,4637,uid_41236
1.5,Very Good,E,SI1,61.4,59.0,7.24,7.41,4.5,11533,uid_41551
0.8,Very Good,F,VS2,63.2,55.0,5.9,5.88,3.72,3369,uid_40244
0.3,Ideal,E,SI2,60.9,59.0,4.29,4.32,2.62,401,uid_10365
1.2,Good,D,SI2,63.7,52.0,6.72,6.68,4.27,6344,uid_28295
0.35,Ideal,H,SI1,61.5,56.0,4.56,4.58,2.81,523,uid_11996
1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,6108,uid_45529
0.38,Ideal,D,VS1,62.4,56.0,4.64,4.68,2.91,1095,uid_31317
0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94,527,uid_4771
0.6,Good,I,VS1,60.1,62.0,5.42,5.49,3.28,1378,uid_11131
1.5,Very Good,G,VS2,62.1,57.0,7.21,7.31,4.51,12156,uid_26784
0.33,Ideal,E,VVS1,61.8,57.0,4.4,4.43,2.73,984,uid_15383
0.34,Very Good,F,VS2,62.9,55.0,4.46,4.48,2.81,686,uid_20706
0.88,Ideal,I,SI1,62.4,55.0,6.12,6.16,3.83,3264,uid_33104
0.34,Ideal,D,SI1,60.1,57.0,4.56,4.52,2.73,803,uid_13195
0.98,Premium,H,VS2,59.9,60.0,6.45,6.38,3.84,4623,uid_5498
0.52,Very Good,F,SI1,62.3,55.0,5.14,5.17,3.21,1227,uid_22582
1.55,Very Good,F,SI1,63.1,56.0,7.4,7.38,4.66,11957,uid_118
0.73,Ideal,E,VS1,60.9,55.8,5.8,5.85,3.55,3660,uid_19077
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3006,uid_42309
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1590,uid_35018
0.73,Ideal,G,VS1,62.0,55.0,5.74,5.79,3.58,3342,uid_12887
0.43,Good,F,SI1,63.7,57.0,4.79,4.73,3.04,984,uid_15913
0.36,Premium,E,VS2,59.3,59.0,4.68,4.6,2.75,1013,uid_42352
0.41,Good,I,VVS2,63.5,57.0,4.72,4.76,3.01,827,uid_31968
0.6,Ideal,F,VS2,58.6,60.0,5.54,5.62,3.27,1923,uid_43561
0.27,Ideal,E,VS2,62.7,55.0,4.18,4.15,2.61,603,uid_41112
0.72,Ideal,E,VS1,62.6,57.0,5.69,5.72,3.57,3283,uid_47308
0.92,Ideal,E,SI2,62.3,56.0,6.21,6.25,3.88,4871,uid_38227
0.9,Very Good,F,SI1,59.6,63.0,6.24,6.17,3.7,3992,uid_37630
1.28,Very Good,H,SI2,60.2,58.0,7.03,7.13,4.26,5984,uid_1467
0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,1752,uid_35489
0.36,Ideal,E,VS2,61.9,56.0,4.56,4.55,2.82,1013,uid_39756
0.71,Very Good,I,VS2,59.5,57.0,5.85,5.88,3.49,2111,uid_9954
0.23,Good,F,VS2,61.0,57.0,3.97,4.01,2.44,442,uid_8090
0.51,Premium,F,SI2,58.1,59.0,5.26,5.24,3.05,1052,uid_15356
1.01,Premium,E,VS2,62.4,60.0,6.39,6.43,4.0,6488,uid_50838
0.4,Premium,E,SI1,62.0,61.0,4.71,4.67,2.91,882,uid_677
0.33,Ideal,G,VS2,61.6,55.0,4.46,4.43,2.74,743,uid_14866
0.52,Premium,D,VS2,62.8,58.0,5.14,5.11,3.22,1842,uid_6247
1.2,Ideal,H,VVS1,60.2,57.0,6.87,6.94,4.15,9604,uid_26531
0.3,Ideal,H,VS2,60.9,58.0,4.29,4.32,2.62,491,uid_7590
0.3,Ideal,G,VS1,61.5,56.0,4.34,4.28,2.65,776,uid_46122
0.31,Ideal,H,VVS2,62.6,56.0,4.37,4.32,2.72,802,uid_19178
0.71,Ideal,E,SI1,61.1,57.0,5.75,5.77,3.52,3128,uid_33003
0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,2841,uid_29541
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,736,uid_1459
0.43,Premium,G,VVS1,62.3,59.0,4.83,4.77,2.99,1264,uid_48164
0.35,Good,I,SI1,63.6,56.0,4.53,4.5,2.87,606,uid_21377
0.4,Ideal,D,VS2,62.1,53.0,4.77,4.8,2.97,890,uid_40173
0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2393,uid_15944
2.04,Premium,H,SI2,62.8,57.0,8.13,8.08,5.09,13790,uid_3770
2.01,Good,J,SI1,63.6,59.0,7.96,8.01,5.08,12257,uid_19740
0.8,Very Good,G,VS1,62.7,56.0,5.9,5.94,3.71,3673,uid_1529
1.23,Ideal,F,VS2,61.9,57.0,6.86,6.9,4.26,9759,uid_22233
0.9,Premium,G,VS2,60.8,56.0,6.19,6.14,3.75,4137,uid_47408
0.29,Very Good,E,VS1,58.9,56.0,4.35,4.37,2.57,504,uid_44272
1.12,Ideal,H,SI1,62.3,56.0,6.7,6.65,4.16,5291,uid_18852
0.38,Ideal,H,VVS2,61.4,57.0,4.65,4.63,2.85,1069,uid_1836
1.12,Ideal,F,VVS2,61.4,57.0,6.69,6.66,4.1,9634,uid_29823
0.7,Good,E,SI1,63.8,57.0,5.59,5.63,3.58,2569,uid_51126
0.29,Ideal,G,VS1,62.2,54.0,4.23,4.26,2.64,507,uid_6495
1.07,Premium,F,VS1,60.6,61.0,6.62,6.56,3.99,6885,uid_22154
0.4,Ideal,H,IF,61.9,56.0,4.72,4.75,2.93,1153,uid_33431
0.3,Good,G,VS1,63.8,55.0,4.28,4.25,2.72,776,uid_34247
0.42,Very Good,G,VVS2,60.4,59.0,4.78,4.82,2.9,1031,uid_8771
1.0,Premium,G,SI2,61.8,58.0,6.44,6.4,3.97,3808,uid_7755
1.02,Premium,F,SI2,62.5,60.0,6.43,6.36,4.0,4541,uid_49285
0.81,Ideal,H,VS2,61.6,56.0,6.03,5.98,3.7,3084,uid_5014
1.52,Very Good,I,VS1,62.2,63.0,7.26,7.23,4.51,9576,uid_4204
1.0,Very Good,D,VS2,61.2,60.0,6.4,6.42,3.92,6937,uid_39687
0.3,Ideal,E,VVS2,61.7,57.0,4.31,4.34,2.67,789,uid_22615
0.56,Ideal,D,VS2,61.4,55.0,5.35,5.33,3.28,2066,uid_22817
0.27,Very Good,E,VS1,62.9,56.0,4.12,4.15,2.6,470,uid_43485
1.6,Ideal,F,SI1,62.2,55.0,7.47,7.5,4.65,12379,uid_24137
0.4,Premium,J,VS1,60.7,60.0,4.76,4.79,2.9,631,uid_29748
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,923,uid_979
0.71,Good,G,SI2,63.6,58.0,5.6,5.54,3.55,1816,uid_42639
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,818,uid_11054
1.01,Good,E,SI1,63.3,58.0,6.37,6.39,4.04,4986,uid_29824
0.31,Ideal,D,VS2,59.0,57.0,4.48,4.44,2.63,942,uid_33874
0.32,Ideal,I,VVS1,62.5,55.0,4.37,4.4,2.74,589,uid_38796
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,3777,uid_15509
0.7,Very Good,J,SI2,63.2,60.0,5.58,5.62,3.54,1959,uid_37250
1.51,Good,D,SI2,61.7,65.0,7.38,7.31,4.53,7519,uid_5491
0.53,Premium,E,VS2,60.9,60.0,5.22,5.16,3.16,1813,uid_7696
2.03,Premium,I,SI1,61.4,58.0,8.13,8.09,4.98,15683,uid_7228
1.07,Ideal,G,SI1,62.1,57.0,6.59,6.52,4.07,5232,uid_23396
0.4,Premium,F,VS1,62.4,59.0,4.67,4.69,2.92,982,uid_33353
0.3,Premium,G,VVS2,62.0,58.0,4.29,4.26,2.65,878,uid_44549
0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1008,uid_34002
0.55,Ideal,I,SI1,61.3,56.0,5.29,5.34,3.26,1367,uid_91
0.36,Ideal,I,IF,60.8,57.0,4.6,4.64,2.81,852,uid_7305
1.06,Very Good,G,VS2,63.1,59.0,6.48,6.45,4.08,6325,uid_3011
0.42,Very Good,H,SI1,62.0,59.0,4.76,4.79,2.96,700,uid_23185
0.41,Good,E,VS2,58.1,59.0,4.89,4.95,2.86,772,uid_49040
1.23,Premium,G,VS2,62.0,59.0,6.87,6.8,4.24,8431,uid_51991
1.21,Premium,H,SI2,60.6,56.0,6.92,6.84,4.17,5140,uid_2393
0.32,Ideal,G,VS2,61.4,57.0,4.4,4.39,2.7,720,uid_4035
0.7,Ideal,I,VS1,62.1,57.0,5.69,5.71,3.54,2398,uid_25320
1.02,Good,G,VS2,63.6,57.0,6.41,6.38,4.07,5922,uid_28222
2.12,Premium,G,I1,60.0,58.0,8.39,8.28,4.99,7508,uid_18628
1.51,Premium,H,SI2,62.1,58.0,7.34,7.2,4.52,7340,uid_16351
1.25,Premium,G,VS2,61.9,58.0,6.91,6.85,4.26,8064,uid_12451
0.41,Premium,F,VVS2,60.4,58.0,4.8,4.84,2.91,1115,uid_32617
0.41,Ideal,H,VVS1,61.4,56.0,4.8,4.77,2.94,1115,uid_29114
0.31,Premium,E,VS2,60.6,59.0,4.39,4.36,2.65,872,uid_39131
1.71,Very Good,J,SI1,62.9,58.0,7.58,7.64,4.79,8690,uid_3926
0.55,Ideal,G,VS2,60.4,56.0,5.38,5.31,3.23,1854,uid_27332
0.24,Premium,E,VVS1,60.7,58.0,4.03,4.01,2.44,710,uid_53152
0.31,Premium,D,VS2,61.7,59.0,4.31,4.34,2.67,734,uid_11263
1.11,Very Good,F,VS1,60.7,55.0,6.69,6.71,4.07,8528,uid_51370
1.51,Ideal,J,VS2,62.4,57.0,7.35,7.3,4.57,7651,uid_18954
0.59,Ideal,E,VVS2,62.0,55.0,5.36,5.41,3.34,2643,uid_1809
0.7,Premium,J,VS2,62.0,62.0,5.63,5.59,3.48,1775,uid_41313
0.75,Very Good,E,SI1,60.2,60.0,5.89,5.93,3.56,2968,uid_1156
0.31,Very Good,E,IF,63.0,55.0,4.33,4.37,2.74,938,uid_12035
0.36,Ideal,G,SI2,61.1,54.0,4.61,4.65,2.83,505,uid_32619
1.58,Premium,D,SI1,59.0,59.0,7.68,7.63,4.52,13329,uid_33336
1.04,Ideal,E,SI1,62.0,57.0,6.47,6.5,4.02,4530,uid_38069
0.35,Premium,D,SI1,62.1,58.0,4.51,4.54,2.81,644,uid_30199
1.2,Very Good,E,VVS2,59.5,54.0,6.98,6.96,4.15,12253,uid_4842
0.3,Very Good,G,VS1,62.6,56.0,4.29,4.31,2.69,581,uid_16734
0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,3105,uid_9934
0.27,Very Good,G,VVS1,62.9,55.0,4.13,4.15,2.6,566,uid_23119
2.29,Fair,J,VS2,57.0,66.0,8.8,8.6,4.98,13701,uid_51904
1.0,Very Good,H,SI2,60.8,60.0,6.44,6.49,3.93,4496,uid_18470
1.02,Very Good,F,VS2,63.3,59.0,6.4,6.37,4.04,6597,uid_34336
0.5,Premium,E,VS2,61.3,60.0,5.07,5.11,3.12,1624,uid_25467
0.35,Ideal,H,IF,60.8,56.0,4.61,4.63,2.81,931,uid_2573
0.27,Ideal,I,VS2,62.1,56.0,4.14,4.18,2.58,534,uid_3248
0.31,Premium,E,VS1,60.5,59.0,4.37,4.36,2.64,942,uid_46275
0.33,Premium,G,VVS2,61.2,57.0,4.44,4.42,2.71,965,uid_22712
2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,13109,uid_7946
0.3,Ideal,E,VVS2,60.9,57.0,4.32,4.35,2.64,786,uid_5044
0.7,Premium,I,SI1,61.8,62.0,5.69,5.64,3.5,1914,uid_15397
0.42,Ideal,H,SI1,60.9,56.0,4.89,4.86,2.97,760,uid_350
0.4,Ideal,J,IF,62.6,56.0,4.71,4.75,2.96,828,uid_50244
0.56,Ideal,G,SI1,62.9,56.0,5.27,5.25,3.31,1345,uid_34307
0.73,Ideal,E,VVS1,62.0,56.0,5.75,5.79,3.58,4830,uid_40410
1.29,Ideal,G,VS2,62.9,57.0,6.91,6.89,4.34,7080,uid_10556
0.7,Premium,G,VS2,58.7,53.0,5.86,5.83,3.43,2586,uid_37546
1.23,Ideal,H,SI2,60.6,57.0,6.98,6.94,4.22,5951,uid_5816
0.31,Good,E,SI1,63.6,57.0,4.28,4.3,2.73,544,uid_40245
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,844,uid_17565
0.42,Ideal,D,VS1,61.4,56.0,4.84,4.86,2.98,1395,uid_8419
1.51,Ideal,H,VS1,60.8,57.0,7.43,7.46,4.53,11856,uid_24919
1.52,Premium,G,VS2,62.6,55.0,7.39,7.28,4.59,12958,uid_52854
0.7,Very Good,F,VVS2,62.5,58.0,5.63,5.67,3.53,3247,uid_6657
0.29,Ideal,E,VVS1,62.7,55.0,4.2,4.22,2.64,669,uid_4390
0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2704,uid_43006
0.7,Very Good,G,VS1,63.1,57.0,5.7,5.61,3.57,2497,uid_34506
0.34,Ideal,D,VS2,62.9,55.0,4.47,4.43,2.8,1033,uid_46217
1.11,Very Good,I,SI2,63.7,58.0,6.57,6.53,4.17,3882,uid_32044
2.17,Very Good,J,SI2,60.8,59.0,8.37,8.41,5.1,13782,uid_25310
2.0,Premium,G,SI2,61.7,60.0,7.95,7.9,4.89,11355,uid_41778
0.41,Very Good,D,SI2,62.3,61.0,4.72,4.75,2.95,638,uid_18796
1.07,Premium,F,SI1,59.6,58.0,6.72,6.68,3.99,5662,uid_17764
0.71,Ideal,H,VS1,61.2,56.0,5.76,5.81,3.54,2909,uid_19354
1.07,Ideal,E,VS2,61.8,58.0,6.53,6.61,4.06,7240,uid_7600
0.72,Fair,I,SI1,64.8,54.0,5.69,5.67,3.68,1799,uid_26983
0.31,Good,H,VS2,63.1,58.0,4.27,4.32,2.71,489,uid_9433
0.72,Premium,E,SI1,62.8,52.0,5.78,5.72,3.61,2333,uid_7179
0.71,Ideal,I,VS1,62.0,58.0,5.75,5.72,3.55,2266,uid_845
0.31,Premium,G,VVS1,60.7,58.0,4.37,4.4,2.66,816,uid_36490
0.44,Premium,G,SI1,60.1,60.0,4.86,4.95,2.95,772,uid_3858
1.01,Very Good,F,VS2,63.1,58.0,6.4,6.35,4.02,6787,uid_27900
1.65,Very Good,J,SI1,61.5,58.0,7.49,7.62,4.65,7943,uid_15535
0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,3074,uid_4900
0.42,Ideal,G,VVS2,62.1,57.0,4.77,4.8,2.97,1031,uid_53534
1.42,Fair,G,VS2,59.6,66.0,7.31,7.23,4.33,7214,uid_2514
1.06,Premium,G,VVS2,59.6,58.0,6.65,6.61,3.95,8149,uid_29277
0.71,Ideal,D,VS2,59.9,57.0,5.8,5.83,3.48,3540,uid_17731
1.29,Premium,F,VS1,60.9,58.0,6.97,7.01,4.26,10341,uid_23682
1.23,Premium,F,SI2,61.2,58.0,6.91,6.84,4.21,6038,uid_26677
0.31,Good,D,SI1,63.3,59.0,4.24,4.29,2.7,502,uid_25383
0.37,Ideal,E,VS2,62.0,57.0,4.63,4.6,2.86,1041,uid_7216
1.7,Ideal,H,VS2,62.8,55.0,7.61,7.54,4.76,10333,uid_20988
1.1,Very Good,G,VVS1,61.4,60.0,6.59,6.67,4.07,9257,uid_12233
2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,14918,uid_38288
0.37,Ideal,E,VS2,62.0,57.0,4.6,4.63,2.86,811,uid_13023
1.12,Ideal,G,SI2,62.2,55.0,6.68,6.64,4.14,4955,uid_26757
0.3,Ideal,H,VVS2,62.6,55.0,4.25,4.28,2.67,605,uid_16369
1.5,Premium,H,SI1,61.4,56.0,7.47,7.34,4.55,7636,uid_26281
0.73,Very Good,E,SI1,61.3,58.0,5.76,5.83,3.55,2871,uid_31241
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1337,uid_20508
1.5,Premium,H,SI2,62.1,58.0,7.31,7.21,4.51,6458,uid_53441
1.02,Ideal,E,SI1,62.2,57.0,6.41,6.45,4.0,5553,uid_31856
0.56,Premium,D,SI1,61.4,58.0,5.33,5.29,3.26,1814,uid_9731
0.51,Ideal,E,VVS1,61.1,54.7,5.16,5.2,3.17,2691,uid_32666
0.3,Very Good,E,SI1,61.9,58.0,4.27,4.33,2.66,526,uid_23798
0.42,Ideal,G,IF,62.6,53.0,4.79,4.82,3.01,1289,uid_43493
0.32,Premium,G,VS1,62.1,55.0,4.44,4.41,2.75,828,uid_19186
1.12,Ideal,F,VS2,61.9,55.0,6.68,6.73,4.15,7589,uid_11140
0.4,Good,H,SI2,63.8,57.0,4.7,4.67,2.99,720,uid_21074
0.7,Ideal,D,VVS2,61.3,56.0,5.72,5.76,3.52,5539,uid_18594
0.3,Premium,D,VS2,62.3,58.0,4.29,4.32,2.68,710,uid_29294
0.44,Ideal,D,VVS2,61.8,54.8,4.89,4.92,3.03,1408,uid_12361
0.7,Ideal,F,SI2,62.8,55.0,5.68,5.65,3.56,2138,uid_1126
